date,ward,zone_type,population,day_of_week,day_name,month,is_weekend,is_festival,festival_name,season_factor,rainfall_mm,temperature_c,waste_collected_kg
2023-01-02,Udyam Nagar,Industrial,16500,0,Monday,1,0,0,None,1.0,1.8,20.0,5006.5
2023-01-03,Balinge,Residential,11200,1,Tuesday,1,0,0,None,1.0,0.1,21.8,3269.3
2023-01-03,Gandhinagar,Residential,17600,1,Tuesday,1,0,0,None,1.0,0.0,23.6,5670.6
2023-01-03,Karveer,Residential,14500,1,Tuesday,1,0,0,None,1.0,1.5,22.5,4006.0
2023-01-03,Kasba Bawada,Residential,19800,1,Tuesday,1,0,0,None,1.0,3.9,21.5,5572.7
2023-01-03,Kothali,Residential,12300,1,Tuesday,1,0,0,None,1.0,2.6,23.9,3542.0
2023-01-03,Laxmipuri,Mixed,17800,1,Tuesday,1,0,0,None,1.0,0.0,23.3,5438.4
2023-01-03,Line Bazar,Commercial,13900,1,Tuesday,1,0,0,None,1.0,0.0,23.0,5272.2
2023-01-03,Mahadwar Road,Commercial,15400,1,Tuesday,1,0,0,None,1.0,4.6,21.6,5994.8
2023-01-03,Mangalwar Peth,Commercial,20100,1,Tuesday,1,0,0,None,1.0,0.0,20.1,7503.8
2023-01-03,Mhasve,Residential,10800,1,Tuesday,1,0,0,None,1.0,3.9,18.5,2887.1
2023-01-03,Nagala Park,Mixed,19200,1,Tuesday,1,0,0,None,1.0,3.2,23.7,6493.6
2023-01-03,Phulewadi,Residential,18700,1,Tuesday,1,0,0,None,1.0,1.4,22.8,4975.3
2023-01-03,Rajaram Road,Commercial,18200,1,Tuesday,1,0,0,None,1.0,2.5,21.1,7462.1
2023-01-03,Rajarampuri,Residential,23400,1,Tuesday,1,0,0,None,1.0,0.0,21.0,6564.9
2023-01-03,Rankala,Residential,16800,1,Tuesday,1,0,0,None,1.0,2.5,21.1,4809.8
2023-01-03,Sambhajinagar,Mixed,21800,1,Tuesday,1,0,0,None,1.0,4.5,24.9,6740.1
2023-01-03,Shahupuri,Commercial,22500,1,Tuesday,1,0,0,None,1.0,4.7,23.0,8472.2
2023-01-03,Shivaji Peth,Mixed,21000,1,Tuesday,1,0,0,None,1.0,0.0,23.7,6829.0
2023-01-03,Tarabai Park,Residential,14200,1,Tuesday,1,0,0,None,1.0,0.7,20.5,4206.1
2023-01-03,Udyam Nagar,Industrial,16500,1,Tuesday,1,0,0,None,1.0,0.8,20.5,4957.9
2023-01-04,Balinge,Residential,11200,2,Wednesday,1,0,0,None,1.0,2.1,21.5,2934.2
2023-01-04,Gandhinagar,Residential,17600,2,Wednesday,1,0,0,None,1.0,0.0,23.6,5056.9
2023-01-04,Karveer,Residential,14500,2,Wednesday,1,0,0,None,1.0,0.0,24.2,4083.4
2023-01-04,Kasba Bawada,Residential,19800,2,Wednesday,1,0,0,None,1.0,1.5,21.6,5300.1
2023-01-04,Kothali,Residential,12300,2,Wednesday,1,0,0,None,1.0,1.2,25.0,3415.6
2023-01-04,Laxmipuri,Mixed,17800,2,Wednesday,1,0,0,None,1.0,0.0,28.1,5209.7
2023-01-04,Line Bazar,Commercial,13900,2,Wednesday,1,0,0,None,1.0,0.0,21.7,5871.9
2023-01-04,Mahadwar Road,Commercial,15400,2,Wednesday,1,0,0,None,1.0,0.0,20.1,6062.6
2023-01-04,Mangalwar Peth,Commercial,20100,2,Wednesday,1,0,0,None,1.0,1.1,20.9,7022.0
2023-01-04,Mhasve,Residential,10800,2,Wednesday,1,0,0,None,1.0,0.0,21.4,3235.2
2023-01-04,Nagala Park,Mixed,19200,2,Wednesday,1,0,0,None,1.0,0.0,22.0,6129.5
2023-01-04,Phulewadi,Residential,18700,2,Wednesday,1,0,0,None,1.0,1.9,24.5,5131.2
2023-01-04,Rajaram Road,Commercial,18200,2,Wednesday,1,0,0,None,1.0,0.1,21.1,7103.6
2023-01-04,Rajarampuri,Residential,23400,2,Wednesday,1,0,0,None,1.0,0.0,23.2,7103.7
2023-01-04,Rankala,Residential,16800,2,Wednesday,1,0,0,None,1.0,0.0,21.2,4823.9
2023-01-04,Sambhajinagar,Mixed,21800,2,Wednesday,1,0,0,None,1.0,0.0,21.6,6792.8
2023-01-04,Shahupuri,Commercial,22500,2,Wednesday,1,0,0,None,1.0,1.5,23.5,8136.0
2023-01-04,Shivaji Peth,Mixed,21000,2,Wednesday,1,0,0,None,1.0,0.0,20.1,6263.9
2023-01-04,Tarabai Park,Residential,14200,2,Wednesday,1,0,0,None,1.0,3.4,19.7,4166.0
2023-01-04,Udyam Nagar,Industrial,16500,2,Wednesday,1,0,0,None,1.0,2.8,18.6,4733.0
2023-01-05,Balinge,Residential,11200,3,Thursday,1,0,0,None,1.0,2.4,22.2,3417.4
2023-01-05,Gandhinagar,Residential,17600,3,Thursday,1,0,0,None,1.0,2.8,25.9,4936.4
2023-01-05,Karveer,Residential,14500,3,Thursday,1,0,0,None,1.0,0.0,22.3,4413.3
2023-01-05,Kasba Bawada,Residential,19800,3,Thursday,1,0,0,None,1.0,3.9,20.8,5269.7
2023-01-05,Kothali,Residential,12300,3,Thursday,1,0,0,None,1.0,2.2,23.7,3509.7
2023-01-05,Laxmipuri,Mixed,17800,3,Thursday,1,0,0,None,1.0,3.3,20.8,5474.5
2023-01-05,Line Bazar,Commercial,13900,3,Thursday,1,0,0,None,1.0,3.0,22.8,5303.0
2023-01-05,Mahadwar Road,Commercial,15400,3,Thursday,1,0,0,None,1.0,4.0,22.7,6050.1
2023-01-05,Mangalwar Peth,Commercial,20100,3,Thursday,1,0,0,None,1.0,0.0,20.9,8087.1
2023-01-05,Mhasve,Residential,10800,3,Thursday,1,0,0,None,1.0,1.8,19.0,3238.9
2023-01-05,Nagala Park,Mixed,19200,3,Thursday,1,0,0,None,1.0,0.0,21.7,6336.5
2023-01-05,Phulewadi,Residential,18700,3,Thursday,1,0,0,None,1.0,0.9,20.4,5176.8
2023-01-05,Rajaram Road,Commercial,18200,3,Thursday,1,0,0,None,1.0,0.0,18.6,7069.7
2023-01-05,Rajarampuri,Residential,23400,3,Thursday,1,0,0,None,1.0,1.0,23.0,6747.5
2023-01-05,Rankala,Residential,16800,3,Thursday,1,0,0,None,1.0,0.0,22.4,4759.7
2023-01-05,Sambhajinagar,Mixed,21800,3,Thursday,1,0,0,None,1.0,0.0,19.9,6688.8
2023-01-05,Shahupuri,Commercial,22500,3,Thursday,1,0,0,None,1.0,3.2,22.8,8381.6
2023-01-05,Shivaji Peth,Mixed,21000,3,Thursday,1,0,0,None,1.0,2.9,23.0,7153.7
2023-01-05,Tarabai Park,Residential,14200,3,Thursday,1,0,0,None,1.0,1.5,23.3,3774.0
2023-01-05,Udyam Nagar,Industrial,16500,3,Thursday,1,0,0,None,1.0,2.6,21.6,5119.0
2023-01-06,Balinge,Residential,11200,4,Friday,1,0,0,None,1.0,1.8,24.0,3594.4
2023-01-06,Gandhinagar,Residential,17600,4,Friday,1,0,0,None,1.0,0.4,24.1,5362.4
2023-01-06,Karveer,Residential,14500,4,Friday,1,0,0,None,1.0,2.9,22.0,4282.2
2023-01-06,Kasba Bawada,Residential,19800,4,Friday,1,0,0,None,1.0,3.7,21.0,5436.6
2023-01-06,Kothali,Residential,12300,4,Friday,1,0,0,None,1.0,0.7,21.9,3839.1
2023-01-06,Laxmipuri,Mixed,17800,4,Friday,1,0,0,None,1.0,2.3,24.3,6308.3
2023-01-06,Line Bazar,Commercial,13900,4,Friday,1,0,0,None,1.0,0.0,22.9,5967.1
2023-01-06,Mahadwar Road,Commercial,15400,4,Friday,1,0,0,None,1.0,1.0,19.5,6221.2
2023-01-06,Mangalwar Peth,Commercial,20100,4,Friday,1,0,0,None,1.0,0.0,21.5,8996.8
2023-01-06,Mhasve,Residential,10800,4,Friday,1,0,0,None,1.0,1.8,22.4,3293.7
2023-01-06,Nagala Park,Mixed,19200,4,Friday,1,0,0,None,1.0,3.0,20.9,6361.5
2023-01-06,Phulewadi,Residential,18700,4,Friday,1,0,0,None,1.0,2.6,21.9,5149.6
2023-01-06,Rajaram Road,Commercial,18200,4,Friday,1,0,0,None,1.0,0.0,22.6,7259.3
2023-01-06,Rajarampuri,Residential,23400,4,Friday,1,0,0,None,1.0,4.3,25.8,6665.7
2023-01-06,Rankala,Residential,16800,4,Friday,1,0,0,None,1.0,1.5,25.5,4789.7
2023-01-06,Sambhajinagar,Mixed,21800,4,Friday,1,0,0,None,1.0,4.8,20.6,6927.8
2023-01-06,Shahupuri,Commercial,22500,4,Friday,1,0,0,None,1.0,1.6,21.2,8152.5
2023-01-06,Shivaji Peth,Mixed,21000,4,Friday,1,0,0,None,1.0,0.0,22.7,7646.6
2023-01-06,Tarabai Park,Residential,14200,4,Friday,1,0,0,None,1.0,2.4,20.6,4229.9
2023-01-06,Udyam Nagar,Industrial,16500,4,Friday,1,0,0,None,1.0,3.3,20.6,5360.0
2023-01-07,Balinge,Residential,11200,5,Saturday,1,1,0,None,1.0,1.9,23.0,3450.9
2023-01-07,Gandhinagar,Residential,17600,5,Saturday,1,1,0,None,1.0,0.0,21.1,6063.0
2023-01-07,Karveer,Residential,14500,5,Saturday,1,1,0,None,1.0,2.0,21.4,4681.4
2023-01-07,Kasba Bawada,Residential,19800,5,Saturday,1,1,0,None,1.0,0.0,25.5,6181.8
2023-01-07,Kothali,Residential,12300,5,Saturday,1,1,0,None,1.0,2.6,24.3,4114.6
2023-01-07,Laxmipuri,Mixed,17800,5,Saturday,1,1,0,None,1.0,5.0,20.8,6484.8
2023-01-07,Line Bazar,Commercial,13900,5,Saturday,1,1,0,None,1.0,2.3,19.6,5051.4
2023-01-07,Mahadwar Road,Commercial,15400,5,Saturday,1,1,0,None,1.0,2.8,21.1,6933.2
2023-01-07,Mangalwar Peth,Commercial,20100,5,Saturday,1,1,0,None,1.0,0.0,25.1,8249.7
2023-01-07,Mhasve,Residential,10800,5,Saturday,1,1,0,None,1.0,2.7,24.3,3406.8
2023-01-07,Nagala Park,Mixed,19200,5,Saturday,1,1,0,None,1.0,0.0,25.2,7181.6
2023-01-07,Phulewadi,Residential,18700,5,Saturday,1,1,0,None,1.0,0.0,21.6,6035.7
2023-01-07,Rajaram Road,Commercial,18200,5,Saturday,1,1,0,None,1.0,0.0,24.9,7592.3
2023-01-07,Rajarampuri,Residential,23400,5,Saturday,1,1,0,None,1.0,5.8,21.2,7552.5
2023-01-07,Rankala,Residential,16800,5,Saturday,1,1,0,None,1.0,1.0,18.8,5069.7
2023-01-07,Sambhajinagar,Mixed,21800,5,Saturday,1,1,0,None,1.0,0.6,19.7,8589.0
2023-01-07,Shahupuri,Commercial,22500,5,Saturday,1,1,0,None,1.0,2.9,22.4,10096.6
2023-01-07,Shivaji Peth,Mixed,21000,5,Saturday,1,1,0,None,1.0,2.7,21.8,7679.6
2023-01-07,Tarabai Park,Residential,14200,5,Saturday,1,1,0,None,1.0,0.2,22.1,4088.9
2023-01-07,Udyam Nagar,Industrial,16500,5,Saturday,1,1,0,None,1.0,0.0,24.3,5521.3
2023-01-08,Balinge,Residential,11200,6,Sunday,1,1,0,None,1.0,4.0,19.7,2662.3
2023-01-08,Gandhinagar,Residential,17600,6,Sunday,1,1,0,None,1.0,0.7,20.1,4686.9
2023-01-08,Karveer,Residential,14500,6,Sunday,1,1,0,None,1.0,2.0,23.9,4048.5
2023-01-08,Kasba Bawada,Residential,19800,6,Sunday,1,1,0,None,1.0,1.1,23.8,4771.6
2023-01-08,Kothali,Residential,12300,6,Sunday,1,1,0,None,1.0,2.2,21.1,3255.8
2023-01-08,Laxmipuri,Mixed,17800,6,Sunday,1,1,0,None,1.0,1.5,19.8,5301.7
2023-01-08,Line Bazar,Commercial,13900,6,Sunday,1,1,0,None,1.0,2.5,18.9,4779.8
2023-01-08,Mahadwar Road,Commercial,15400,6,Sunday,1,1,0,None,1.0,1.5,21.1,5257.3
2023-01-08,Mangalwar Peth,Commercial,20100,6,Sunday,1,1,0,None,1.0,1.3,18.6,7087.1
2023-01-08,Mhasve,Residential,10800,6,Sunday,1,1,0,None,1.0,4.0,21.7,2760.6
2023-01-08,Nagala Park,Mixed,19200,6,Sunday,1,1,0,None,1.0,2.0,19.4,5171.8
2023-01-08,Phulewadi,Residential,18700,6,Sunday,1,1,0,None,1.0,1.0,22.1,5081.2
2023-01-08,Rajaram Road,Commercial,18200,6,Sunday,1,1,0,None,1.0,1.1,19.2,6290.9
2023-01-08,Rajarampuri,Residential,23400,6,Sunday,1,1,0,None,1.0,3.9,21.1,6148.5
2023-01-08,Rankala,Residential,16800,6,Sunday,1,1,0,None,1.0,2.4,21.1,4147.4
2023-01-08,Sambhajinagar,Mixed,21800,6,Sunday,1,1,0,None,1.0,0.2,21.6,6581.3
2023-01-08,Shahupuri,Commercial,22500,6,Sunday,1,1,0,None,1.0,0.6,23.2,8520.9
2023-01-08,Shivaji Peth,Mixed,21000,6,Sunday,1,1,0,None,1.0,2.1,23.8,6063.4
2023-01-08,Tarabai Park,Residential,14200,6,Sunday,1,1,0,None,1.0,0.0,18.4,3607.5
2023-01-08,Udyam Nagar,Industrial,16500,6,Sunday,1,1,0,None,1.0,0.0,24.0,4848.3
2023-01-09,Balinge,Residential,11200,0,Monday,1,0,0,None,1.0,0.0,22.9,2991.0
2023-01-09,Gandhinagar,Residential,17600,0,Monday,1,0,0,None,1.0,2.3,21.3,5162.5
2023-01-09,Karveer,Residential,14500,0,Monday,1,0,0,None,1.0,0.8,23.6,4095.5
2023-01-09,Kasba Bawada,Residential,19800,0,Monday,1,0,0,None,1.0,0.9,18.6,5774.1
2023-01-09,Kothali,Residential,12300,0,Monday,1,0,0,None,1.0,2.6,20.9,3410.8
2023-01-09,Laxmipuri,Mixed,17800,0,Monday,1,0,0,None,1.0,1.3,21.1,5726.9
2023-01-09,Line Bazar,Commercial,13900,0,Monday,1,0,0,None,1.0,0.8,24.9,5681.1
2023-01-09,Mahadwar Road,Commercial,15400,0,Monday,1,0,0,None,1.0,5.2,21.5,5949.3
2023-01-09,Mangalwar Peth,Commercial,20100,0,Monday,1,0,0,None,1.0,3.3,24.3,7930.5
2023-01-09,Mhasve,Residential,10800,0,Monday,1,0,0,None,1.0,3.7,24.6,3008.9
2023-01-09,Nagala Park,Mixed,19200,0,Monday,1,0,0,None,1.0,1.4,22.5,6107.3
2023-01-09,Phulewadi,Residential,18700,0,Monday,1,0,0,None,1.0,0.0,23.2,5396.1
2023-01-09,Rajaram Road,Commercial,18200,0,Monday,1,0,0,None,1.0,1.2,19.7,6862.3
2023-01-09,Rajarampuri,Residential,23400,0,Monday,1,0,0,None,1.0,0.0,26.1,6221.4
2023-01-09,Rankala,Residential,16800,0,Monday,1,0,0,None,1.0,1.7,21.9,4976.2
2023-01-09,Sambhajinagar,Mixed,21800,0,Monday,1,0,0,None,1.0,0.0,18.8,7167.1
2023-01-09,Shahupuri,Commercial,22500,0,Monday,1,0,0,None,1.0,0.8,23.6,9072.0
2023-01-09,Shivaji Peth,Mixed,21000,0,Monday,1,0,0,None,1.0,0.9,19.9,6625.3
2023-01-09,Tarabai Park,Residential,14200,0,Monday,1,0,0,None,1.0,2.8,24.5,3951.3
2023-01-09,Udyam Nagar,Industrial,16500,0,Monday,1,0,0,None,1.0,4.1,22.8,5255.7
2023-01-10,Balinge,Residential,11200,1,Tuesday,1,0,0,None,1.0,0.0,23.7,2878.4
2023-01-10,Gandhinagar,Residential,17600,1,Tuesday,1,0,0,None,1.0,0.0,19.8,4943.1
2023-01-10,Karveer,Residential,14500,1,Tuesday,1,0,0,None,1.0,0.0,22.3,4204.4
2023-01-10,Kasba Bawada,Residential,19800,1,Tuesday,1,0,0,None,1.0,1.4,20.4,5319.5
2023-01-10,Kothali,Residential,12300,1,Tuesday,1,0,0,None,1.0,3.8,24.4,3440.4
2023-01-10,Laxmipuri,Mixed,17800,1,Tuesday,1,0,0,None,1.0,0.0,24.4,6391.2
2023-01-10,Line Bazar,Commercial,13900,1,Tuesday,1,0,0,None,1.0,0.0,21.9,5043.6
2023-01-10,Mahadwar Road,Commercial,15400,1,Tuesday,1,0,0,None,1.0,0.0,23.5,5747.1
2023-01-10,Mangalwar Peth,Commercial,20100,1,Tuesday,1,0,0,None,1.0,0.0,22.6,7893.2
2023-01-10,Mhasve,Residential,10800,1,Tuesday,1,0,0,None,1.0,0.0,25.5,2930.2
2023-01-10,Nagala Park,Mixed,19200,1,Tuesday,1,0,0,None,1.0,1.3,20.7,6214.4
2023-01-10,Phulewadi,Residential,18700,1,Tuesday,1,0,0,None,1.0,0.0,19.9,4907.4
2023-01-10,Rajaram Road,Commercial,18200,1,Tuesday,1,0,0,None,1.0,0.0,21.4,7045.9
2023-01-10,Rajarampuri,Residential,23400,1,Tuesday,1,0,0,None,1.0,0.6,19.8,6378.7
2023-01-10,Rankala,Residential,16800,1,Tuesday,1,0,0,None,1.0,2.4,22.6,4461.9
2023-01-10,Sambhajinagar,Mixed,21800,1,Tuesday,1,0,0,None,1.0,2.9,20.2,6958.1
2023-01-10,Shahupuri,Commercial,22500,1,Tuesday,1,0,0,None,1.0,0.2,19.4,8295.8
2023-01-10,Shivaji Peth,Mixed,21000,1,Tuesday,1,0,0,None,1.0,1.4,23.2,5880.7
2023-01-10,Tarabai Park,Residential,14200,1,Tuesday,1,0,0,None,1.0,0.0,19.7,4212.1
2023-01-10,Udyam Nagar,Industrial,16500,1,Tuesday,1,0,0,None,1.0,3.3,23.4,4939.0
2023-01-11,Balinge,Residential,11200,2,Wednesday,1,0,0,None,1.0,0.0,18.8,3166.1
2023-01-11,Gandhinagar,Residential,17600,2,Wednesday,1,0,0,None,1.0,1.1,19.0,4805.5
2023-01-11,Karveer,Residential,14500,2,Wednesday,1,0,0,None,1.0,0.7,22.8,4156.2
2023-01-11,Kasba Bawada,Residential,19800,2,Wednesday,1,0,0,None,1.0,2.4,23.9,5600.4
2023-01-11,Kothali,Residential,12300,2,Wednesday,1,0,0,None,1.0,0.4,21.8,3496.0
2023-01-11,Laxmipuri,Mixed,17800,2,Wednesday,1,0,0,None,1.0,1.0,20.3,5939.9
2023-01-11,Line Bazar,Commercial,13900,2,Wednesday,1,0,0,None,1.0,2.3,19.7,5437.0
2023-01-11,Mahadwar Road,Commercial,15400,2,Wednesday,1,0,0,None,1.0,0.0,24.6,5799.0
2023-01-11,Mangalwar Peth,Commercial,20100,2,Wednesday,1,0,0,None,1.0,0.0,19.8,7893.0
2023-01-11,Mhasve,Residential,10800,2,Wednesday,1,0,0,None,1.0,1.0,21.5,3008.5
2023-01-11,Nagala Park,Mixed,19200,2,Wednesday,1,0,0,None,1.0,1.1,22.4,6093.6
2023-01-11,Phulewadi,Residential,18700,2,Wednesday,1,0,0,None,1.0,0.3,22.0,5190.1
2023-01-11,Rajaram Road,Commercial,18200,2,Wednesday,1,0,0,None,1.0,4.7,22.0,6707.9
2023-01-11,Rajarampuri,Residential,23400,2,Wednesday,1,0,0,None,1.0,0.0,21.0,6862.7
2023-01-11,Rankala,Residential,16800,2,Wednesday,1,0,0,None,1.0,0.0,16.5,4344.6
2023-01-11,Sambhajinagar,Mixed,21800,2,Wednesday,1,0,0,None,1.0,4.0,21.8,7029.7
2023-01-11,Shahupuri,Commercial,22500,2,Wednesday,1,0,0,None,1.0,1.7,24.4,8653.2
2023-01-11,Shivaji Peth,Mixed,21000,2,Wednesday,1,0,0,None,1.0,0.0,21.3,6808.1
2023-01-11,Tarabai Park,Residential,14200,2,Wednesday,1,0,0,None,1.0,2.3,22.8,4074.7
2023-01-11,Udyam Nagar,Industrial,16500,2,Wednesday,1,0,0,None,1.0,2.9,22.3,5505.6
2023-01-12,Balinge,Residential,11200,3,Thursday,1,0,0,None,1.0,2.7,23.4,3150.3
2023-01-12,Gandhinagar,Residential,17600,3,Thursday,1,0,0,None,1.0,1.2,24.4,4871.8
2023-01-12,Karveer,Residential,14500,3,Thursday,1,0,0,None,1.0,0.0,19.4,4082.6
2023-01-12,Kasba Bawada,Residential,19800,3,Thursday,1,0,0,None,1.0,5.4,23.5,5256.1
2023-01-12,Kothali,Residential,12300,3,Thursday,1,0,0,None,1.0,0.9,20.9,3629.3
2023-01-12,Laxmipuri,Mixed,17800,3,Thursday,1,0,0,None,1.0,0.0,18.4,5532.0
2023-01-12,Line Bazar,Commercial,13900,3,Thursday,1,0,0,None,1.0,0.4,23.0,4901.5
2023-01-12,Mahadwar Road,Commercial,15400,3,Thursday,1,0,0,None,1.0,0.0,18.3,6330.0
2023-01-12,Mangalwar Peth,Commercial,20100,3,Thursday,1,0,0,None,1.0,2.8,18.9,8057.0
2023-01-12,Mhasve,Residential,10800,3,Thursday,1,0,0,None,1.0,5.3,22.1,3256.1
2023-01-12,Nagala Park,Mixed,19200,3,Thursday,1,0,0,None,1.0,2.5,22.2,6185.1
2023-01-12,Phulewadi,Residential,18700,3,Thursday,1,0,0,None,1.0,3.0,23.7,5049.0
2023-01-12,Rajaram Road,Commercial,18200,3,Thursday,1,0,0,None,1.0,2.6,19.6,6615.7
2023-01-12,Rajarampuri,Residential,23400,3,Thursday,1,0,0,None,1.0,0.0,21.6,6716.6
2023-01-12,Rankala,Residential,16800,3,Thursday,1,0,0,None,1.0,0.4,19.9,4426.6
2023-01-12,Sambhajinagar,Mixed,21800,3,Thursday,1,0,0,None,1.0,1.1,20.6,7076.1
2023-01-12,Shahupuri,Commercial,22500,3,Thursday,1,0,0,None,1.0,0.4,19.6,8977.1
2023-01-12,Shivaji Peth,Mixed,21000,3,Thursday,1,0,0,None,1.0,3.7,19.8,6034.4
2023-01-12,Tarabai Park,Residential,14200,3,Thursday,1,0,0,None,1.0,0.0,21.9,3611.4
2023-01-12,Udyam Nagar,Industrial,16500,3,Thursday,1,0,0,None,1.0,0.0,19.1,4706.0
2023-01-13,Balinge,Residential,11200,4,Friday,1,0,0,None,1.0,0.0,19.4,3689.5
2023-01-13,Gandhinagar,Residential,17600,4,Friday,1,0,0,None,1.0,0.0,21.6,5239.1
2023-01-13,Karveer,Residential,14500,4,Friday,1,0,0,None,1.0,0.5,22.4,4598.6
2023-01-13,Kasba Bawada,Residential,19800,4,Friday,1,0,0,None,1.0,3.2,26.7,5987.0
2023-01-13,Kothali,Residential,12300,4,Friday,1,0,0,None,1.0,1.4,20.8,3945.6
2023-01-13,Laxmipuri,Mixed,17800,4,Friday,1,0,0,None,1.0,0.0,24.7,5843.0
2023-01-13,Line Bazar,Commercial,13900,4,Friday,1,0,0,None,1.0,4.1,21.3,5837.4
2023-01-13,Mahadwar Road,Commercial,15400,4,Friday,1,0,0,None,1.0,0.0,23.6,6638.5
2023-01-13,Mangalwar Peth,Commercial,20100,4,Friday,1,0,0,None,1.0,1.2,23.6,8576.9
2023-01-13,Mhasve,Residential,10800,4,Friday,1,0,0,None,1.0,0.0,21.4,3660.7
2023-01-13,Nagala Park,Mixed,19200,4,Friday,1,0,0,None,1.0,0.2,19.9,6702.3
2023-01-13,Phulewadi,Residential,18700,4,Friday,1,0,0,None,1.0,0.0,20.8,5605.7
2023-01-13,Rajaram Road,Commercial,18200,4,Friday,1,0,0,None,1.0,0.0,19.3,7547.3
2023-01-13,Rajarampuri,Residential,23400,4,Friday,1,0,0,None,1.0,1.9,22.3,7572.3
2023-01-13,Rankala,Residential,16800,4,Friday,1,0,0,None,1.0,3.8,24.1,4869.1
2023-01-13,Sambhajinagar,Mixed,21800,4,Friday,1,0,0,None,1.0,0.0,22.7,7159.9
2023-01-13,Shahupuri,Commercial,22500,4,Friday,1,0,0,None,1.0,3.2,23.5,9433.8
